E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_170.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_170.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_170.jpg,0,0,0,9.88523E-07
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_237.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_237.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_237.jpg,0,0,0,2.270783E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_313.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_313.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_313.jpg,0,0,0,7.133573E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_387.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_387.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_387.jpg,0,0,0,2.329939E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_468.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_468.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_468.jpg,0,0,0,1.204104E-05
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_553.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_553.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_553.jpg,0,0,0,2.166931E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_634.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_634.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_634.jpg,0,0,0,1.473546E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_716.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_716.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_716.jpg,0,0,0,6.163963E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_784.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_784.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_784.jpg,0,0,0,1.031742E-05
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_856.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_856.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_856.jpg,0,0,0,6.012018E-07
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_923.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_923.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_923.jpg,0,0,0,9.322476E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_25_997.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_25_997.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_25_997.jpg,0,0,0,6.863746E-06
E:\pythonprojects\selfdrive\IMG\center_2020_05_27_10_17_26_067.jpg,E:\pythonprojects\selfdrive\IMG\left_2020_05_27_10_17_26_067.jpg,E:\pythonprojects\selfdrive\IMG\right_2020_05_27_10_17_26_067.jpg,0,0,0,5.235628E-06
